Название;Родитель;Индекс;"Является городом?";"ID по КЛАДР"
Зуевка;"Россия/Кировская область";306137;1;4301000100000
Кирово-Чепецк;"Россия/Кировская область";613040;1;4300000400000
Кирс;"Россия/Кировская область";612820;1;4300600100000
Котельнич;"Россия/Кировская область";612600;1;4301400100000
Луза;"Россия/Кировская область";612423;1;4301700100000
Малмыж;"Россия/Кировская область";612920;1;4301800100000
Мураши;"Россия/Кировская область";613710;1;4301900100000
Нолинск;"Россия/Кировская область";613440;1;4302200100000
Омутнинск;"Россия/Кировская область";612704;1;4302300100000
Орлов;"Россия/Кировская область";347135;1;4302600100000
Слободской;"Россия/Кировская область";346652;1;4303100100000
Сосновка;"Россия/Кировская область";140576;1;4300800200000
Уржум;"Россия/Кировская область";613530;1;4303600100000
Яранск;"Россия/Кировская область";612260;1;4304000100000
Жигулевск;"Россия/Самарская область";445350;1;6300000200000
Кинель;"Россия/Самарская область";446430;1;6300001000000
